title,publishedDate,dislikeCount,commentCount,viewCount,likeCount
Ladylike ,5/30/2016,1120,2506,3059024,37525
Other ,5/30/2016,806,4555,4441828,87499
Friskies ,5/30/2016,142,1547,1938498,37677
Time ,5/30/2016,569,5074,1617547,34099
Friday ,5/30/2016,466,1469,359259,12122
LIFE/CHANGE ,5/30/2016,352,1303,1743757,24673
!! ,5/30/2016,271,1106,602858,14351
Method ,5/30/2016,3921,8242,3765193,67462
#2 ,5/30/2016,11,143,16973,552
Ariel ,5/30/2016,952,4547,4529313,92683
Men ,5/30/2016,652,2243,2095044,34984
Guys ,5/30/2016,981,4727,4303682,80396
Time ,5/30/2016,201,1985,1384878,35472
Perrier ,5/30/2016,293,400,852677,8042
Movie ,5/30/2016,339,5819,1581129,68663
Try! ,5/30/2016,19,107,28673,1180
Time ,5/30/2016,1533,6585,3813338,120359
Stepping ,5/30/2016,390,8082,2979101,104520
Moves ,5/30/2016,1939,2610,2573548,24047
Clorox ,5/30/2016,508,1702,1919229,25777
BDSM ,5/30/2016,1871,8791,4349844,71440
Weed ,5/30/2016,711,2062,589880,12289
Lindstrom ,5/30/2016,3119,1120,1202238,17181
Together ,5/30/2016,2843,5066,8036949,49115
Other ,5/30/2016,386,2008,2262283,54546
Makeup? ,5/30/2016,205,1192,1934878,43008
Time ,5/30/2016,4863,7402,4233097,73272
Puppies ,5/30/2016,1003,7763,8097373,167248
Transformations ,5/30/2016,922,9916,2804925,68689
DIYS! ,5/30/2016,188,729,184783,9943
Network ,5/30/2016,89,531,855527,8687
Buzzfeed! ,5/30/2016,130,532,615346,4922
Swap ,5/30/2016,905,2153,1753195,34281
L.A.? ,5/30/2016,1512,7404,832164,15195
Beards ,5/30/2016,491,2989,2842357,48935
Get ,5/30/2016,120,1062,713863,21071
Apocalypse ,5/30/2016,287,678,702372,8143
It ,5/30/2016,176,660,900163,19380
Subaru ,5/30/2016,726,3740,3104360,74450
Cracked ,5/30/2016,1533,9835,7862578,112880
Makeup ,5/30/2016,305,897,1257464,17550
Line ,5/30/2016,340,548,1030970,12038
1,5/30/2016,2320,9669,17485557,196009
Time ,5/30/2016,6421,8170,12396312,44556
Time ,5/30/2016,3863,7820,7363012,52821
Cheerios ,5/30/2016,220,748,938867,9418
Ladylike ,5/30/2016,686,3141,3011732,57391
Express ,5/30/2016,746,2065,6544379,84664
Labor ,5/30/2016,463,1411,1559104,22587
People ,5/30/2016,8691,9920,1266210,36211
Intel ,5/30/2016,952,494,1123115,9485
Looks ,5/30/2016,3716,17067,2043789,91883
Parents ,5/30/2016,391,4715,2584373,56650
Parents ,5/30/2016,391,4715,2584373,56650
Test ,5/30/2016,253,1535,1415292,34270
#1 ,5/30/2016,14,118,32370,1248
Tested!! ,5/30/2016,459,547,172727,4200
Lundquist ,5/30/2016,42,314,57848,2313
!! ,5/30/2016,144,1881,394775,9789
[AD] ,5/30/2016,198,648,1034079,15626
Ladylike ,5/30/2016,381,2000,2461967,43501
Crowder ,5/30/2016,772,3161,342467,8230
JENerationDIY ,5/30/2016,150,1124,242067,12698
It ,5/30/2016,685,1587,2197727,33838
Exes ,5/30/2016,223,861,1473376,31055
Said? ,5/30/2016,2932,4490,1030968,19985
East ,5/30/2016,402,2242,454630,14358
Princesses ,5/30/2016,1994,6192,2482670,43710
Ladylike ,5/30/2016,213,2320,1391653,34546
Stars ,5/30/2016,2713,3497,11290644,71227
tested! ,5/30/2016,1898,2739,1445845,63571
Test ,5/30/2016,787,4646,1484958,24984
Game ,5/30/2016,19,218,87146,2691
Gillette ,5/30/2016,1102,726,1309945,10881
BuzzFeed ,5/30/2016,372,2407,1370266,78147
BuzzFeed ,5/30/2016,60,169,335533,6416
4,5/30/2016,2135,21428,13827002,186888
Ladylike ,5/30/2016,719,1859,2086630,46869
Girls ,5/30/2016,522,2933,2655055,52157
#33 ,5/30/2016,88,911,192669,7846
It ,5/30/2016,2677,3723,2091121,39881
#35 ,5/30/2016,54,1155,156985,6136
Reality ,5/30/2016,857,2847,1542985,29168
Week ,5/30/2016,324,960,2453600,42952
Covers ,5/30/2016,5343,4744,2920901,36245
It ,5/30/2016,415,987,2433601,39312
Ladylike ,5/30/2016,774,1684,2221536,49908
Buzzfeed! ,5/30/2016,2904,5550,417050,20084
Us... ,5/30/2016,231,1608,237721,9608
Fort ,5/30/2016,764,3702,1534646,56346
Puppyhood ,5/30/2016,897,9042,11449216,211717
Gerber ,5/30/2016,408,403,829193,6469
Commentary) ,5/30/2016,839,5554,496850,22536
Photos ,5/30/2016,315,2400,2056878,49874
Sabra ,5/30/2016,1283,893,907409,9624
Test ,5/30/2016,866,2237,1688481,31705
World ,5/30/2016,1024,7778,7747651,97345
AF ,5/30/2016,704,4366,4231129,72087
Gerber ,5/30/2016,370,618,734529,10604
!! ,5/30/2016,923,1720,1070653,20723
Mind ,5/30/2016,72,646,874616,18283
Week ,5/30/2016,7629,11887,3528624,85896
Friskies ,5/30/2016,455,1967,16144508,31527
It ,5/30/2016,247,1032,1629548,26692
BuzzFeed ,5/30/2016,1385,2646,2578781,70350
Porn ,5/30/2016,1356,2168,3759460,30574
Ladylike ,5/30/2016,311,1046,2311278,32455
Time ,5/30/2016,2742,9440,14283281,118410
Loss ,5/30/2016,380,1605,1026923,17134
Time ,5/30/2016,1422,4650,3385256,51297
People ,5/30/2016,609,1362,64904,3358
Ancestors ,5/30/2016,402,2473,1325455,36531
Hilton ,5/30/2016,153,324,755987,3348
Mode ,5/30/2016,1417,6493,5049450,92907
Prank ,5/30/2016,511,1446,995264,27036
Makeovers ,5/30/2016,1345,16083,4375005,139831
Problems ,5/30/2016,246,2913,237641,9521
Makeup ,5/30/2016,704,2194,3474778,43906
Bubbles ,5/30/2016,131,264,899699,4216
Week ,5/30/2016,308,447,1837669,36976
Friends ,5/30/2016,1017,2503,3460066,44254
Vines ,5/30/2016,3101,4752,1240294,13701
Test ,5/30/2016,544,2116,2189794,90099
Embryo) ,5/30/2016,1700,5078,1634724,23757
Forest ,5/30/2016,1514,1159,928440,10476
Ladylike ,5/30/2016,1116,5676,2555386,76181
Ladylike ,5/30/2016,615,4208,3838099,69220
People ,5/30/2016,289,1923,56195,3723
Ladylike ,5/30/2016,474,3655,1697179,64370
Covers ,5/30/2016,173,814,1125576,28510
2016! ,5/30/2016,1359,315,825589,8829
Better? ,5/30/2016,212,906,1170450,18468
Carbs! ,5/30/2016,255,962,74746,4283
Ladylike ,5/30/2016,293,1332,1869440,35948
Quiz ,5/30/2016,7,83,16154,512
Ella ,5/30/2016,1047,8098,2927252,73100
Ladylike ,5/30/2016,479,4359,4153295,68463
Unroll.Me ,5/30/2016,326,320,871829,10232
Bodies ,5/30/2016,987,6272,2318324,54352
Tide ,5/30/2016,627,1230,1877541,23141
Quiz ,5/30/2016,261,584,2586310,28804
Ladylike ,5/30/2016,1101,3402,3627501,61758
Time ,5/30/2016,5662,16817,19099741,223744
Princesses ,5/30/2016,3949,14371,13880959,177229
Ex ,5/30/2016,130,472,606546,11978
Krampus ,5/30/2016,420,799,817936,13519
(Unedited) ,5/30/2016,1064,2704,843566,14168
Time ,5/30/2016,1146,6949,5055863,80663
Passenger ,5/30/2016,1679,603,310174,6031
Lunches ,5/30/2016,1400,12216,3979339,51499
Pass ,5/30/2016,451,7695,1946365,53974
Prank ,5/30/2016,768,1365,676919,21117
Experian ,5/30/2016,146,605,856227,6013
Time ,5/30/2016,3650,17600,11479764,73262
#36 ,5/30/2016,38,1074,127750,10327
Unhealthy? ,5/30/2016,533,2437,1123443,23481
Dance ,5/30/2016,166,2346,630221,17356
Subaru ,5/30/2016,111,994,1355212,27800
TESTED! ,5/30/2016,54,1162,81848,5645
About ,5/30/2016,250,2330,1235813,42674
Queens ,5/30/2016,6570,1873,1537033,26542
Clear ,5/30/2016,691,585,1844216,19091
Other ,5/30/2016,660,2138,2407409,32856
Cologne ,5/30/2016,462,1683,1139891,20283
(Redsilverj) ,5/30/2016,51,145,17067,649
Date? ,5/30/2016,944,14021,982197,17860
Dishes ,5/30/2016,905,3507,1173042,18903
Ladylike ,5/30/2016,230,1463,2169168,37106
Test ,5/30/2016,354,7865,2772522,53002
Dahlia ,5/30/2016,546,8440,2754355,66049
NHTSA ,5/30/2016,851,1326,3527540,33447
Phase” ,5/30/2016,3679,7586,797030,72142
Understand ,5/30/2016,565,1207,618105,18618
Smartphones ,5/30/2016,1327,1407,2020093,21623
Friends ,5/30/2016,469,3216,3571718,50874
Time ,5/30/2016,323,893,1396232,18372
Bell ,5/30/2016,954,449,1149269,6069
Vodka ,5/30/2016,2575,3676,2079373,35668
Panties ,5/30/2016,667,6098,6108582,83901
Warrior ,5/30/2016,1368,6821,8852335,147602
MONOPOLY ,5/30/2016,521,520,1021152,7480
Farm ,5/30/2016,435,5775,1979000,44530
TESTED! ,5/30/2016,188,259,158265,3139
Tattoos ,5/30/2016,643,3106,4713562,54408
#32 ,5/30/2016,39,884,146576,6638
#32 ,5/30/2016,39,884,146576,6638
Period ,5/30/2016,3054,3790,4073076,99673
Time ,5/30/2016,3804,4902,7703989,49886
Lam ,5/30/2016,7770,20666,10477205,94188
Debatable ,5/30/2016,482,9592,1000626,27054
Ever ,5/30/2016,660,1639,745154,18571
Friends ,5/30/2016,393,8862,1872519,75729
Mistletoe ,5/30/2016,404,4471,1297435,42520
!! ,5/30/2016,125,775,323801,7144
Dessert! ,5/30/2016,48,168,101313,3060
Together ,5/30/2016,413,2541,2520648,43517
Math ,5/30/2016,487,3046,800050,14490
Guys ,5/30/2016,1796,3073,1889531,31195
Period? ,5/30/2016,581,4461,2382938,48488
Extensions ,5/30/2016,376,2024,2864631,47706
TESTED! ,5/30/2016,868,558,385355,6266
version ,5/30/2016,447,701,1298741,4549
Dannon ,5/30/2016,243,254,803882,5742
Work ,5/30/2016,532,11664,4900153,46470
Princesses ,5/30/2016,954,2613,2427561,60193
Tested! ,5/30/2016,743,971,385634,19320
5,5/30/2016,415,865,784155,17031
It ,5/30/2016,686,2349,2277200,48226
Seal ,5/30/2016,196,534,1602874,14480
Cafés ,5/30/2016,1328,6690,2952784,60105
Time ,5/30/2016,938,3789,2482038,50954
Guys ,5/30/2016,1460,3988,2815238,65088
Honest ,5/30/2016,255,373,137981,5335
CW ,5/30/2016,79,147,467085,4141
Couple ,5/30/2016,992,1914,2033977,38073
Advice ,5/30/2016,97,1901,176194,12547
Time ,5/30/2016,1183,11295,7023218,78392
Time ,5/30/2016,12112,6380,2427044,26489
Birth ,5/30/2016,202,1623,984529,24851
Time ,5/30/2016,191,1198,934937,16386
Week ,5/30/2016,400,2273,1641864,40926
Champions ,5/30/2016,2695,3626,5178192,36632
Experian ,5/30/2016,76,407,847685,6769
Snacks ,5/30/2016,790,6204,3812161,57085
Friends ,5/30/2016,334,1686,1664508,26052
Waist ,5/30/2016,1046,2612,5364271,47484
BuzzFeed ,5/30/2016,168,572,323814,13684
Stoned ,5/30/2016,3494,11105,13500701,114438
Workers ,5/30/2016,1899,1732,1311007,20581
Friends ,5/30/2016,759,2425,2229915,44203
Crush ,5/30/2016,1191,3094,921926,34002
Fighting ,5/30/2016,1000,6113,6432196,88370
Day ,5/30/2016,273,2504,2148306,53588
Day ,5/30/2016,141,390,600963,12156
Treats ,5/30/2016,371,1676,882094,20334
Toys ,5/30/2016,650,566,2204379,16899
Video ,5/30/2016,14,53,66348,1044
Phone ,5/30/2016,497,3594,1329308,12425
History ,5/30/2016,4434,1840,11580939,125956
Time ,5/30/2016,559,3363,5117967,63460
Time ,5/30/2016,374,2377,1342427,24932
Honest ,5/30/2016,273,1226,1089467,29126
life ,5/30/2016,0,6,4309,72
479,5/30/2016,47,560,103725,2358
Hyundai ,5/30/2016,125,555,1206649,6032
Women ,5/30/2016,6554,17018,9359535,89265
Milestones ,5/30/2016,323,1695,3443197,68360
Legs ,5/30/2016,788,2204,3409073,42708
Meet ,5/30/2016,510,3351,2710974,61098
Debatable ,5/30/2016,304,1704,796421,13176
Mature ,5/30/2016,152,1478,692092,23040
Ask ,5/30/2016,1444,6173,9477705,62796
Makeovers ,5/30/2016,781,1054,3531128,43927
Better? ,5/30/2016,271,2883,2181623,54560
Best ,5/30/2016,183,601,692283,23530
Yourself ,5/30/2016,586,1120,614313,22468
Rachelleea ,5/30/2016,50,107,32293,940
Head ,5/30/2016,838,2048,1810080,35692
Bachelor” ,5/30/2016,220,544,780009,17870
CANCER ,5/30/2016,58,198,12752,660
Men ,5/30/2016,165,637,58632,2745
Life ,5/30/2016,8226,8637,966734,15125
Tees ,5/30/2016,804,2921,4703055,57836
BuzzFeed! ,5/30/2016,145,541,272238,4422
Fun! ,5/30/2016,286,482,160444,4867
TV ,5/30/2016,110,1363,722498,6843
Them ,5/30/2016,1914,4361,8043543,77510
VIDEO ,5/30/2016,13,38,82612,603
Ladylike ,5/30/2016,155,859,1346952,24432
LIFE/CHANGE ,5/30/2016,1495,4767,5349724,67375
Lundquist ,5/30/2016,92,337,175733,3359
Time ,5/30/2016,3491,14380,15761973,89935
2,5/30/2016,313,496,585344,17056
Coffee ,5/30/2016,747,1243,1316739,16232
Reaction ,5/30/2016,38,719,36871,3999
BuzzFeed. ,5/30/2016,4790,6322,1176654,30823
Suck ,5/30/2016,685,2624,1595358,47427
Body? ,5/30/2016,2231,3137,2377182,22003
Mom ,5/30/2016,180,3222,607535,39249
Scouts ,5/30/2016,462,2649,1060770,45120
Art? ,5/30/2016,498,2827,1815984,27439
FAIL?! ,5/30/2016,128,650,101198,4636
VIDEO ,5/30/2016,1,3,15760,183
Sex ,5/30/2016,8305,4669,33259495,52798
Time ,5/30/2016,610,6078,4892186,58429
It? ,5/30/2016,1356,4770,3932881,50398
Lundquist ,5/30/2016,166,1405,157939,3321
Pizza? ,5/30/2016,1731,6273,4702448,67688
Poehler ,5/30/2016,167,508,644995,23160
Mothers ,5/30/2016,450,1596,1777191,35998
#6 ,5/30/2016,442,622,485484,8584
Test ,5/30/2016,180,1210,994844,17588
Side ,5/30/2016,508,2570,698770,34711
Week ,5/30/2016,1203,6189,7523634,89748
Mind ,5/30/2016,2008,1633,1715560,20740
Nominees ,5/30/2016,2121,1506,354463,11212
UGHHH... ,5/30/2016,17805,11344,876477,19178
Real ,5/30/2016,22348,11567,59298979,339615
Hacks ,5/30/2016,1532,2438,5952329,81349
IG@jonathan_stantonla ,5/30/2016,3,2,5383,24
Movies ,5/30/2016,1037,6286,2006856,77974
Friends ,5/30/2016,553,2709,4591329,49931
Back ,5/30/2016,172,1853,2107184,26444
Time ,5/30/2016,2345,6671,9536306,72534
BUZZFEED?! ,5/30/2016,6,113,46012,2027
Lubes ,5/30/2016,514,1282,3714275,36074
Porn ,5/30/2016,1001,2202,1745210,15845
Idiots! ,5/30/2016,1845,17498,714329,28372
Hairstyles ,5/30/2016,920,1847,1257733,36909
Other ,5/30/2016,539,6262,6931110,122307
Articles ,5/30/2016,25,308,167165,4036
Exam ,5/30/2016,1192,1265,736776,27312
(Parody) ,5/30/2016,733,2382,809747,32848
#23 ,5/30/2016,55,829,194784,6264
Alone ,5/30/2016,4503,10524,19707268,139727
Sushi ,5/30/2016,135,398,447490,9734
Month ,5/30/2016,445,1338,1721530,27913
You” ,5/30/2016,346,1950,1377355,40499
#26 ,5/30/2016,83,1167,162736,7746
Men ,5/30/2016,12636,3621,1312817,31733
Time ,5/30/2016,460,4002,1420579,28533
Names ,5/30/2016,1165,18915,5856901,69845
Out ,5/30/2016,10524,37170,15728443,67504
Thinking ,5/30/2016,527,2307,736790,25734
Types ,5/30/2016,2305,10754,13392254,136049
Time ,5/30/2016,851,5282,9434271,85751
Ladylike ,5/30/2016,583,1188,2284954,25993
Advice ,5/30/2016,275,1447,406387,19444
G-Spot ,5/30/2016,599,1244,2078856,17250
Understand ,5/30/2016,2117,5532,3804054,65845
Closets ,5/30/2016,1363,723,1035179,17113
Heroes ,5/30/2016,10199,6114,3722114,34518
Police ,5/30/2016,444,2670,858060,13509
Hyundai ,5/30/2016,551,921,1204048,18381
#16 ,5/30/2016,256,647,552748,8444
Food! ,5/30/2016,24,104,58157,1131
Life ,5/30/2016,114,563,623507,12980
Woman ,5/30/2016,1152,3230,1210384,28396
You? ,5/30/2016,229,1449,1136739,27151
Yawning? ,5/30/2016,3069,11833,907904,17130
Food ,5/30/2016,3912,23562,13946242,97862
#30 ,5/30/2016,85,798,190342,7706
2,5/30/2016,182,1029,736076,18562
Test ,5/30/2016,1489,2429,8862837,70239
Kids ,5/30/2016,5,3,5010,10
Privilege ,5/30/2016,0,14,140,10
buzzfeed ,5/30/2016,0,0,2168,3
DEATH! ,5/30/2016,1,3,34,4
Quizzes ,5/30/2016,0,0,63,3
BuzzFeed ,5/30/2016,0,0,25,0
2/11/2015,5/30/2016,1,1,380,0
2012,5/30/2016,0,0,115,0
Interview ,5/30/2016,0,0,239,0
2014,5/30/2016,0,0,63,0
2/10/2015,5/30/2016,0,0,31,0
Cookies ,5/30/2016,8,40,67921,1759
VIDEO ,5/30/2016,7,22,4621,72
-2013,5/30/2016,0,4,75,28
topic ,5/30/2016,0,0,15,0
Dip ,5/30/2016,4,3,9193,133
Bruning ,5/30/2016,0,4,65,6
Game ,5/30/2016,0,1,10,0
vid ,5/30/2016,2,0,20,3
Side ,5/30/2016,1,0,0,0
[15] ,5/30/2016,0,0,1,0
Johnson ,5/30/2016,0,0,30,0
alteration) ,5/30/2016,1,1,47,9
Pops ,5/30/2016,14,66,120607,2229
2014) ,5/30/2016,0,0,268,5
Show ,5/30/2016,0,0,262,2
sense? ,5/30/2016,0,0,22,0
gae ,5/30/2016,0,0,17,0
Version] ,5/30/2016,17491,28616,54016526,552918
Video) ,5/30/2016,7990,6848,34431054,204780
(Audio) ,5/30/2016,3339,8022,8205321,134642
2016,5/30/2016,329,1595,809125,14510
President ,5/30/2016,8,260,5579,774
Version) ,5/30/2016,13270,13208,44872482,359658
Thrones ,5/30/2016,1958,3321,633530,31906
Shaun ,5/30/2016,9,578,16100,2291
Feelings ,5/30/2016,42,20,47090,194
Gear ,5/30/2016,6828,1249,292634,3545
Long ,5/30/2016,0,12,3950,99
Chris ,5/30/2016,1,35,1801,200
(cover) ,5/30/2016,11,152,16880,1596
(Explicit) ,5/30/2016,27667,28978,104711625,699555
2016,5/30/2016,45,15,193632,514
Tyga ,5/30/2016,95888,93832,500151342,1717885
Me ,5/30/2016,9851,12121,27634946,263020
Magician) ,5/30/2016,5,43,2287,218
Trades] ,5/30/2016,2,33,1683,185
Parx ,5/30/2016,5662,8894,23716823,200844
Version) ,5/30/2016,6064,9797,19030002,157320
"You"" ",5/30/2016,1,35,76852,116
Ross ,5/30/2016,38709,38011,196727554,768596
Video) ,5/30/2016,31930,18415,151755375,816947
Kato] ,5/30/2016,1,17,1218,153
legends) ,5/30/2016,4,44,9961,547
Hero ,5/30/2016,2,23,3374,137
(5/29/2016) ,5/30/2016,24,126,24096,84
Brown ,5/30/2016,4763,8808,10975890,136509
Video) ,5/30/2016,671,263,512490,11969
Version) ,5/30/2016,6246,11020,21969063,207315
Chiffres ,5/30/2016,2987,4188,1195955,41451
Étranges ,5/30/2016,667,3513,785510,35889
Roxpin] ,5/30/2016,0,14,1089,121
Sunday ,5/30/2016,7,73,46073,164
him ,5/30/2016,13,29,27633,25
Zero ,5/30/2016,6443,14193,30809076,255510
Karaoke ,5/30/2016,2717,19982,20039015,389389
Brown ,5/30/2016,21392,19480,109250702,439677
YouTubers ,5/30/2016,2189,3225,794872,37377
Lucci ,5/30/2016,2758,5282,14818546,132020
(HD) ,5/30/2016,5,31,17633,206
Defense ,5/30/2016,12,75,11732,54
(Audio) ,5/30/2016,3792,4929,21323503,112514
Video) ,5/30/2016,92960,72907,403813983,1557217
Lanez ,5/30/2016,7229,10213,17424071,217787
Brown ,5/30/2016,30402,17388,132271263,594942
Sunday ,5/30/2016,20,189,13103,97
(Remix) ,5/30/2016,4591,8665,17415505,182431
brasileiros ,5/30/2016,3613,11999,4001302,87504
5/28/2016,5/30/2016,1,0,8313,10
C-Lance) ,5/30/2016,8,25,7116,329
Lyquin ,5/30/2016,277,639,439097,9495
Minaj ,5/30/2016,28545,37169,133790263,625255
Music ,5/30/2016,29355,77273,196438310,760347
2016,5/30/2016,387,2047,1227545,12816
2016,5/30/2016,468,117,559853,1838
2016,5/30/2016,35,207,175729,4021
Video) ,5/30/2016,60,98,309682,3478
You ,5/30/2016,14793,52127,235504732,555268
Video) ,5/30/2016,160,133,414982,5596
Tyga ,5/30/2016,45123,44639,222225897,863331
2016,5/30/2016,24,240,60350,686
(Audio) ,5/30/2016,947,1049,7571800,25549
2016,5/30/2016,11,72,24266,481
Goodbye ,5/30/2016,8359,20816,88279793,300735
Wap ,5/30/2016,15306,17462,33408737,178003
Video) ,5/30/2016,62319,40645,171045268,671192
Bieber ,5/30/2016,69061,185163,193656877,898384
Lamar ,5/30/2016,7031,10203,22545743,202843
Competitive) ,5/30/2016,28,119,38444,1487
Liquor ,5/30/2016,2844,3495,11319628,100648
3x ,5/30/2016,20807,79222,195329747,578347
Migos ,5/30/2016,4831,4422,18205503,130949
Me ,5/30/2016,25241,60462,113441066,599668
(Audio) ,5/30/2016,3914,4884,12811426,131676
Mixtape) ,5/30/2016,44,174,377490,3618
Brown ,5/30/2016,3673,4107,8570799,82148
T-Pain ,5/30/2016,11349,31522,169193294,387523
Brown ,5/30/2016,6382,8855,22377226,196553
Over ,5/30/2016,5644,2652,34884284,143647
Rhymes ,5/30/2016,68852,238150,332113565,1131065
Mixtape) ,5/30/2016,328,1749,1521846,17456
Forever ,5/30/2016,9515,31321,147440585,293406
Q ,5/30/2016,4407,4959,17210867,156907
Jealous ,5/30/2016,78,289,202749,941
Brown ,5/30/2016,58233,154231,507977931,1161028
ZAYN ,5/30/2016,2540,2875,2541582,55672
2016,5/30/2016,12,52,24393,403
Video) ,5/30/2016,4274,15842,56919338,153867
2016) ,5/30/2016,76,66,218160,2770
Show ,5/30/2016,74,62,227618,1030
Up ,5/30/2016,28442,61572,168220180,685936
Twins ,5/30/2016,191,2481,586736,23104
Revolution ,5/30/2016,3,13,6029,112
You ,5/30/2016,6391,27798,45550861,180285
Video] ,5/30/2016,15752,18968,79882902,449899
Brown ,5/30/2016,3982,2577,20206399,133707
Mort ,5/30/2016,1990,10780,1704441,58742
? ,5/30/2016,2450,1814,1342476,83916
Dan ,5/30/2016,1028,307,276732,6974
Video) ,5/30/2016,1348,1425,7409946,55260
Benassi ,5/30/2016,3381,15423,20900810,90086
Brown ,5/30/2016,24301,21688,143413052,562667
Evans ,5/30/2016,804,2686,3497438,51514
Brown ,5/30/2016,10041,8496,35793095,239321
2015,5/30/2016,96,550,1016655,16000
Teaching ,5/30/2016,7,26,41054,298
1,5/30/2016,9,24,38024,288
Brown ,5/30/2016,120766,85876,237059993,1163944
total ,5/30/2016,3471,4151,7321684,104083
Video) ,5/30/2016,71,88,530089,4277
Jackson ,5/30/2016,4,98,66310,2297
Me ,5/30/2016,1512,2250,6813106,56897
Brown ,5/30/2016,48632,119842,218717307,834272
Collectables ,5/30/2016,18,461,49437,2137
Video) ,5/30/2016,155,196,558255,7770
Jeremih ,5/30/2016,52129,43111,174872955,632730
$ign ,5/30/2016,8485,13747,28835749,246262
Khalifa ,5/30/2016,19558,36161,122971490,485722
Video) ,5/30/2016,307,334,805507,10250
Victor) ,5/30/2016,1303,1876,5037660,45493
1999,5/30/2016,38,51,111009,424
Audio] ,5/30/2016,2006,4744,6710741,79024
Advice ,5/30/2016,123,322,1602680,8892
Nostalgia ,5/30/2016,1783,13303,3434797,224504
Video) ,5/30/2016,66,88,95164,2349
🙄 ,5/30/2016,261,680,347710,1169
2016) ,5/30/2016,305,385,1352046,16386
Grande ,5/30/2016,7558,9144,26138887,224070
Brothers ,5/30/2016,255,1939,1050865,3986
2013,5/30/2016,178,57,1055962,1890
total ,5/30/2016,1374,851,3718434,37530
(Audio) ,5/30/2016,10406,9377,70988076,306113
Brown ,5/30/2016,6208,20796,121117285,341909
Magazine ,5/30/2016,1,32,56583,971
Grammys! ,5/30/2016,1075,2989,3174686,18506
Pope) ,5/30/2016,2778,1148,10257154,55660
Times ,5/30/2016,263,971,158883,3405
Dirty] ,5/30/2016,1278,1987,4173471,39338
Teaching ,5/30/2016,11,30,51275,301
Royalty) ,5/30/2016,1601,1744,5818903,50593
(Audio) ,5/30/2016,419,1119,2261246,22132
Tomlin ,5/30/2016,83,129,446950,1532
(Live) ,5/30/2016,231,455,1823818,9562
Live ,5/30/2016,405,1585,1266002,7322
(Audio) ,5/30/2016,402,1319,2983054,27686
Lyrics ,5/30/2016,2525,5763,24757831,72934
(Audio) ,5/30/2016,7759,7442,30831010,217912
(Live) ,5/30/2016,1360,2799,8975747,55247
[Audio] ,5/30/2016,938,3055,4680930,59136
Rihanna ,5/30/2016,1323,588,4242317,26373
Away ,5/30/2016,7440,1731,7745203,40956
Album) ,5/30/2016,268,638,2022864,8605
Audition ,5/30/2016,194,98,857753,1314
2,5/30/2016,48,613,88812,2462
Crawl ,5/30/2016,908,10238,10093906,39509
total ,5/30/2016,933,1019,3219041,32365
2015,5/30/2016,51,130,356717,2013
(Remix) ,5/30/2016,481,1511,1638259,22596
Scenes ,5/30/2016,390,145,1818576,3706
Fallon ,5/30/2016,107,493,2901246,23984
Olsen ,5/30/2016,222,1468,3412898,48371
Teaching ,5/30/2016,10,14,31612,172
2016) ,5/30/2016,49,50,172866,2434
2016,5/30/2016,4,20,20945,192
(Audio) ,5/30/2016,421,788,2552258,23806
(Live) ,5/30/2016,2,19,47701,649
(Audio) ,5/30/2016,2059,7494,11602705,57261
chris ,5/30/2016,4,23,24343,185
Futur ,5/30/2016,623,4807,1338558,41688
Video) ,5/30/2016,205,303,995114,10643
lyrics ,5/30/2016,1266,4261,14283118,22121
Greener' ,5/30/2016,187,1540,1627080,16692
T-Pain ,5/30/2016,31595,46176,322722047,680478
Video) ,5/30/2016,3481,17308,43693586,168660
Battle ,5/30/2016,187,699,1087402,9729
2010,5/30/2016,386,1415,2630822,22446
Nothing ,5/30/2016,13,74,87258,1510
Tank ,5/30/2016,12,62,119176,215
Lyrics ,5/30/2016,448,2551,6348442,15108
Ludacris ,5/30/2016,1720,4903,13143660,60797
2016,5/30/2016,1524,3170,4633209,47113
Video) ,5/30/2016,18360,61266,56631761,334137
-2013,5/30/2016,25,250,69140,609
Sean ,5/30/2016,22367,16210,32435433,210155
impression ,5/30/2016,5,77,42383,378
2014,5/30/2016,100,1887,719275,13668
Brown ,5/30/2016,6768,27050,50931946,211041
